year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
2017,China (Coal),Nation State,Lignite Coal,194.20195607647375,Million tonnes/yr,260.077224298891,5.5648162420990825,China
2017,China (Coal),Nation State,Bituminous Coal,2396.840630371386,Million tonnes/yr,6505.358694585037,8.78053523840395,China
2017,China (Coal),Nation State,Anthracite Coal,417.43754444742,Million tonnes/yr,1217.952188901497,7.105746907138252,China
2017,China (Coal),Nation State,Metallurgical Coal,515.1116453342568,Million tonnes/yr,1528.1390030163016,7.33246011286054,China
2018,China (Coal),Nation State,Lignite Coal,203.801597490522,Million tonnes/yr,272.93316119917233,5.612884139401247,China
2018,China (Coal),Nation State,Bituminous Coal,2572.19839196136,Million tonnes/yr,6981.304038871673,8.851134232817088,China
2018,China (Coal),Nation State,Anthracite Coal,438.0719953013616,Million tonnes/yr,1278.1570624655328,7.153956595028889,China
2018,China (Coal),Nation State,Metallurgical Coal,483.7013620744793,Million tonnes/yr,1434.9567203406514,7.269586610115436,China
2019,China (Coal),Nation State,Lignite Coal,213.9916773196884,Million tonnes/yr,286.5798191983847,5.661500453699157,China
2019,China (Coal),Nation State,Bituminous Coal,2669.847882307926,Million tonnes/yr,7246.3383315144,8.88838955375355,China
2019,China (Coal),Nation State,Anthracite Coal,459.97559504828575,Million tonnes/yr,1342.0649155358713,7.20270953156943,China
2019,China (Coal),Nation State,Metallurgical Coal,502.549532066526,Million tonnes/yr,1490.872023287526,7.3077870018083395,China
2020,China (Coal),Nation State,Lignite Coal,213.8476375923384,Million tonnes/yr,286.3869197382824,5.660829460216311,China
2020,China (Coal),Nation State,Bituminous Coal,2725.887404830512,Million tonnes/yr,7398.43738660519,8.909159247464785,China
2020,China (Coal),Nation State,Anthracite Coal,459.6659812574496,Million tonnes/yr,1341.161559334976,7.202036697271519,China
2020,China (Coal),Nation State,Metallurgical Coal,502.2112612873013,Million tonnes/yr,1489.868503417618,7.307114117325907,China
2021,China (Coal),Nation State,Lignite Coal,226.14838309766336,Million tonnes/yr,302.86020256439474,5.716567735652648,China
2021,China (Coal),Nation State,Bituminous Coal,2882.683372082088,Million tonnes/yr,7824.003440480813,8.965079455086316,China
2021,China (Coal),Nation State,Anthracite Coal,486.1064615549916,Million tonnes/yr,1418.3066108099868,7.257923729090452,China
2021,China (Coal),Nation State,Metallurgical Coal,531.0989918387387,Million tonnes/yr,1575.567338153982,7.363005191776674,China
2022,China (Coal),Nation State,Lignite Coal,249.9339135,Million tonnes/yr,334.71402551497613,5.816259683020817,China
2022,China (Coal),Nation State,Bituminous Coal,3185.874366,Million tonnes/yr,8646.905949479984,9.065072483852875,China
2022,China (Coal),Nation State,Anthracite Coal,537.2335131,Million tonnes/yr,1567.4793557382193,7.357861865757836,China
2022,China (Coal),Nation State,Metallurgical Coal,586.9582072,Million tonnes/yr,1741.2802402881205,7.462950017199491,China
2009,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,82.553812159,Million tonnes/yr,166.6836132148461,5.122078949176077,USA
2010,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,85.0032109813,Million tonnes/yr,171.62917096957233,5.151145773462598,USA
2011,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,86.72686200439999,Million tonnes/yr,175.1093782784537,5.171105269498415,USA
2012,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,82.1909382594,Million tonnes/yr,165.95093799192372,5.117699984774142,USA
2013,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,78.017888414,Million tonnes/yr,157.5251729283161,5.065913400443826,USA
2014,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,77.92716993910001,Million tonnes/yr,157.3420041225855,5.064757276746588,USA
2015,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,68.1295746499,Million tonnes/yr,137.55977310368067,4.931301807281611,USA
2016,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,53.3424632412,Million tonnes/yr,107.70325776959288,4.688621763959507,USA
2017,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,52.4352784922,Million tonnes/yr,105.87156971228686,4.6716278304825245,USA
2018,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,45.087082025300006,Million tonnes/yr,91.03489644810828,4.522167814348053,USA
2019,Cloud Peak,Investor-owned Company,Sub-Bituminous Coal,19.6859090533,Million tonnes/yr,39.74763084354022,3.7073976991879167,USA
1987,CNOOC,State-owned Entity,Oil & NGL,8.7,Million bbl/yr,3.4693677028129577,1.497246945110581,China
1987,CNOOC,State-owned Entity,Natural Gas,56.5,Bcf/yr,4.118307055444172,1.6328237311400224,China
1988,CNOOC,State-owned Entity,Oil & NGL,9.4,Million bbl/yr,3.748512230625495,1.5578313543794517,China
1988,CNOOC,State-owned Entity,Natural Gas,74.5,Bcf/yr,5.430334081957359,1.8610264936583543,China
1989,CNOOC,State-owned Entity,Oil & NGL,8.27,Million bbl/yr,3.297893207156685,1.458124950809876,China
1989,CNOOC,State-owned Entity,Natural Gas,77.5,Bcf/yr,5.649005253042891,1.8944672574700723,China
1990,CNOOC,State-owned Entity,Oil & NGL,27.51714286,Million bbl/yr,10.973228357721167,2.48267318727655,China
1990,CNOOC,State-owned Entity,Natural Gas,75.6,Bcf/yr,5.510513511355389,1.8734183335021162,China
1991,CNOOC,State-owned Entity,Oil & NGL,43.66428571,Million bbl/yr,17.412352023985214,2.9130217450414624,China
1991,CNOOC,State-owned Entity,Natural Gas,73.0,Bcf/yr,5.320998496414592,1.8438771856186877,China
1992,CNOOC,State-owned Entity,Oil & NGL,60.11142857,Million bbl/yr,23.97110906329955,3.217719519136307,China
1992,CNOOC,State-owned Entity,Natural Gas,71.2,Bcf/yr,5.189795793763276,1.8229020964533464,China
1993,CNOOC,State-owned Entity,Oil & NGL,82.95857143,Million bbl/yr,33.08204464261423,3.528770695543337,China
1993,CNOOC,State-owned Entity,Natural Gas,82.49,Bcf/yr,6.012728300948489,1.9477268266038599,China
1994,CNOOC,State-owned Entity,Oil & NGL,120.40571429,Million bbl/yr,48.01513751630466,3.892129179306095,China
1994,CNOOC,State-owned Entity,Natural Gas,87.965,Bcf/yr,6.4118031881795865,2.003073754937759,China
1995,CNOOC,State-owned Entity,Oil & NGL,141.25285714,Million bbl/yr,56.328517297881454,4.0487981839987475,China
1995,CNOOC,State-owned Entity,Natural Gas,81.03,Bcf/yr,5.906308331020199,1.9324352448029298,China
1996,CNOOC,State-owned Entity,Oil & NGL,160.5,Million bbl/yr,64.00385244844595,4.174446536576963,China
1996,CNOOC,State-owned Entity,Natural Gas,180.86,Bcf/yr,13.18295600084306,2.652040962061523,China
1997,CNOOC,State-owned Entity,Oil & NGL,187.0,Million bbl/yr,74.57146671563481,4.325078787546609,China
1997,CNOOC,State-owned Entity,Natural Gas,284.62,Bcf/yr,20.74606290478797,3.0794327252775253,China
1998,CNOOC,State-owned Entity,Oil & NGL,191.4,Million bbl/yr,76.32608946188508,4.348031407859335,China
1998,CNOOC,State-owned Entity,Natural Gas,290.0,Bcf/yr,21.138213204934686,3.0973052196395563,China
1999,CNOOC,State-owned Entity,Oil & NGL,200.1,Million bbl/yr,79.79545716469802,4.391920740737283,China
1999,CNOOC,State-owned Entity,Natural Gas,256.47,Bcf/yr,18.69419841610207,2.980324095726725,China
2000,CNOOC,State-owned Entity,Oil & NGL,150.69,Million bbl/yr,60.09184128010168,4.112378326657645,China
2000,CNOOC,State-owned Entity,Natural Gas,172.28,Bcf/yr,12.55755645153844,2.6069440635848884,China
2001,CNOOC,State-owned Entity,Oil & NGL,167.085,Million bbl/yr,66.62980489936815,4.214048786758913,China
2001,CNOOC,State-owned Entity,Natural Gas,178.85,Bcf/yr,13.036446316215756,2.641657255178929,China
2002,CNOOC,State-owned Entity,Oil & NGL,218.0,Million bbl/yr,86.93358151876146,4.47658177403828,China
2002,CNOOC,State-owned Entity,Natural Gas,201.335,Bcf/yr,14.675386743501807,2.7520917588463143,China
2003,CNOOC,State-owned Entity,Oil & NGL,190.6,Million bbl/yr,76.00706714438502,4.343897198737966,China
2003,CNOOC,State-owned Entity,Natural Gas,216.795,Bcf/yr,15.802272178495915,2.8215141259839247,China
2004,CNOOC,State-owned Entity,Oil & NGL,189.673,Million bbl/yr,75.63740003398182,4.339085208687131,China
2004,CNOOC,State-owned Entity,Natural Gas,241.305,Bcf/yr,17.58881564626471,2.922560090519582,China
2005,CNOOC,State-owned Entity,Oil & NGL,306.5371,Million bbl/yr,122.24022005217768,4.814135459284953,China
2005,CNOOC,State-owned Entity,Natural Gas,344.25710901,Bcf/yr,25.0930350605787,3.261668422799747,China
2006,CNOOC,State-owned Entity,Oil & NGL,198.7498,Million bbl/yr,79.25702724833732,4.385234325133838,China
2006,CNOOC,State-owned Entity,Natural Gas,266.085,Bcf/yr,19.395039519431197,3.0152917104695907,China
2007,CNOOC,State-owned Entity,Oil & NGL,214.045855,Million bbl/yr,85.35675589172246,4.458487040000342,China
2007,CNOOC,State-owned Entity,Natural Gas,290.029,Bcf/yr,21.14032702625518,3.09740069800497,China
2008,CNOOC,State-owned Entity,Oil & NGL,231.58082,Million bbl/yr,92.34931235620013,4.536348503663869,China
2008,CNOOC,State-owned Entity,Natural Gas,309.5565,Bcf/yr,22.563694124046084,3.1597071429287005,China
2009,CNOOC,State-owned Entity,Oil & NGL,260.71804,Million bbl/yr,103.96859166858584,4.653661178444279,China
2009,CNOOC,State-owned Entity,Natural Gas,321.7475,Bcf/yr,23.452300872947323,3.196724316726281,China
2010,CNOOC,State-owned Entity,Oil & NGL,331.34262,Million bbl/yr,132.13211314866976,4.8913419671389295,China
2010,CNOOC,State-owned Entity,Natural Gas,442.234,Bcf/yr,32.234608891279606,3.5035917694471577,China
2011,CNOOC,State-owned Entity,Oil & NGL,316.959795,Million bbl/yr,126.3965604440478,4.847304744689211,China
2011,CNOOC,State-owned Entity,Natural Gas,459.973,Bcf/yr,33.52761152590836,3.541759338025069,China
2012,CNOOC,State-owned Entity,Oil & NGL,331.837925,Million bbl/yr,132.32962983488144,4.892824481815716,China
2012,CNOOC,State-owned Entity,Natural Gas,426.9405,Bcf/yr,31.119859706280756,3.469474521269544,China
2013,CNOOC,State-owned Entity,Oil & NGL,333.10009499999995,Million bbl/yr,132.83295533298022,4.8965924203036115,China
2013,CNOOC,State-owned Entity,Natural Gas,465.156,Bcf/yr,33.905402419153795,3.552641614338969,China
2014,CNOOC,State-owned Entity,Oil & NGL,348.811155,Million bbl/yr,139.098178797458,4.942343453954101,China
2014,CNOOC,State-owned Entity,Natural Gas,485.4865,Bcf/yr,35.387300500405246,3.594219826415839,China
2015,CNOOC,State-owned Entity,Oil & NGL,410.277155,Million bbl/yr,163.60946100677995,5.103575765368649,China
2015,CNOOC,State-owned Entity,Natural Gas,497.714,Bcf/yr,36.278567748554686,3.618418570317426,China
2016,CNOOC,State-owned Entity,Oil & NGL,387.085785,Million bbl/yr,154.36125525252876,5.045753084148176,China
2016,CNOOC,State-owned Entity,Natural Gas,409.238,Bcf/yr,29.829517570900208,3.4284725937347647,China
2017,CNOOC,State-owned Entity,Oil & NGL,388.71989,Million bbl/yr,155.01290020770176,5.04993869746972,China
2017,CNOOC,State-owned Entity,Natural Gas,474.719,Bcf/yr,34.6024532221841,3.5724145462192576,China
2018,CNOOC,State-owned Entity,Oil & NGL,383.52302,Million bbl/yr,152.94050331876872,5.036566185678381,China
2018,CNOOC,State-owned Entity,Natural Gas,533.8125,Bcf/yr,38.90980150503172,3.6866219454835467,China
2019,CNOOC,State-owned Entity,Oil & NGL,410.54835,Million bbl/yr,163.71760757852303,5.104232538442876,China
2019,CNOOC,State-owned Entity,Natural Gas,561.3335000000001,Bcf/yr,40.915817938180034,3.7356632721110405,China
2020,CNOOC,State-owned Entity,Oil & NGL,417.94544,Million bbl/yr,166.6674035717185,5.121982276481923,China
2020,CNOOC,State-owned Entity,Natural Gas,630.501,Bcf/yr,45.95746401353284,3.849242170942643,China
2021,CNOOC,State-owned Entity,Oil & NGL,452.38319,Million bbl/yr,180.40041708982733,5.2007068369607925,China
2021,CNOOC,State-owned Entity,Natural Gas,700.654,Bcf/yr,51.070943568587275,3.952607088166513,China
2022,CNOOC,State-owned Entity,Oil & NGL,489.92636,Million bbl/yr,195.37180346444993,5.280009818732035,China
2022,CNOOC,State-owned Entity,Natural Gas,778.691,Bcf/yr,56.75909096125447,4.056280756255296,China
1988,CNPC,State-owned Entity,Oil & NGL,166.8315,Million bbl/yr,66.52871470251034,4.212552910420435,China
1988,CNPC,State-owned Entity,Natural Gas,85.4205,Bcf/yr,6.226333589903874,1.97773179688321,China
1989,CNPC,State-owned Entity,Oil & NGL,1000.989,Million bbl/yr,399.17228821506205,5.991895174912173,China
1989,CNPC,State-owned Entity,Natural Gas,512.523,Bcf/yr,37.35800153942325,3.6469631511456866,China
1990,CNPC,State-owned Entity,Oil & NGL,1011.1,Million bbl/yr,403.20433153036566,6.0019205212168165,China
1990,CNPC,State-owned Entity,Natural Gas,517.7,Bcf/yr,37.735355090326514,3.656752751211759,China
1991,CNPC,State-owned Entity,Oil & NGL,1022.0,Million bbl/yr,407.5510106063037,6.012616779469326,China
1991,CNPC,State-owned Entity,Natural Gas,540.3,Bcf/yr,39.38267791250418,3.6984009284793293,China
1992,CNPC,State-owned Entity,Oil & NGL,1034.8,Million bbl/yr,412.6553676863043,6.025033181948238,China
1992,CNPC,State-owned Entity,Natural Gas,547.4,Bcf/yr,39.900199684073264,3.711134945288018,China
1993,CNPC,State-owned Entity,Oil & NGL,1061.4,Million bbl/yr,423.26285974318085,6.050353215365448,China
1993,CNPC,State-owned Entity,Natural Gas,584.8,Bcf/yr,42.626300283606234,3.77566018600634,China
1994,CNPC,State-owned Entity,Oil & NGL,1080.8,Million bbl/yr,430.9991509425568,6.068423622831431,China
1994,CNPC,State-owned Entity,Natural Gas,599.3,Bcf/yr,43.68321094385296,3.799597836969144,China
1995,CNPC,State-owned Entity,Oil & NGL,1097.6,Million bbl/yr,437.6986196100577,6.083812661620734,China
1995,CNPC,State-owned Entity,Natural Gas,607.7,Bcf/yr,44.29549022289245,3.8132074739546686,China
1996,CNPC,State-owned Entity,Oil & NGL,1150.1,Million bbl/yr,458.6344591959979,6.130431519656602,China
1996,CNPC,State-owned Entity,Natural Gas,795.2,Bcf/yr,57.96243841573815,4.076900604144932,China
1997,CNPC,State-owned Entity,Oil & NGL,1171.7,Million bbl/yr,467.2480617684992,6.148998202006499,China
1997,CNPC,State-owned Entity,Natural Gas,740.4,Bcf/yr,53.96804502390911,4.006752016821532,China
1998,CNPC,State-owned Entity,Oil & NGL,1168.0,Million bbl/yr,465.77258355006137,6.14584216593277,China
1998,CNPC,State-owned Entity,Natural Gas,766.6,Bcf/yr,55.877773251389435,4.040904636546352,China
1999,CNPC,State-owned Entity,Oil & NGL,1061.524976,Million bbl/yr,423.3126974096206,6.050470677307586,China
1999,CNPC,State-owned Entity,Natural Gas,860.0,Bcf/yr,62.68573571118563,4.1539606083214755,China
2000,CNPC,State-owned Entity,Oil & NGL,955.0499513,Million bbl/yr,380.8528109900354,5.945035222810598,China
2000,CNPC,State-owned Entity,Natural Gas,646.8,Bcf/yr,47.145504486040544,3.874227769109475,China
2001,CNPC,State-owned Entity,Oil & NGL,848.574927,Million bbl/yr,338.3929247299613,5.827158506177301,China
2001,CNPC,State-owned Entity,Natural Gas,747.2583537200002,Bcf/yr,54.46795310379952,4.0158054324272,China
2002,CNPC,State-owned Entity,Oil & NGL,868.732119,Million bbl/yr,346.43116736262795,5.8505665658525,China
2002,CNPC,State-owned Entity,Natural Gas,822.8317411,Bcf/yr,59.97652681089456,4.11048898373756,China
2003,CNPC,State-owned Entity,Oil & NGL,904.620492,Million bbl/yr,360.7426572698354,5.890933067502785,China
2003,CNPC,State-owned Entity,Natural Gas,941.84216889,Bcf/yr,68.65124334963768,4.243500551461135,China
2004,CNPC,State-owned Entity,Oil & NGL,893.84733,Million bbl/yr,356.4465583847812,5.878985863924185,China
2004,CNPC,State-owned Entity,Natural Gas,1103.58334375,Bcf/yr,80.4406207227663,4.3998741746146,China
2005,CNPC,State-owned Entity,Oil & NGL,930.86622,Million bbl/yr,371.2088734836301,5.919455184557041,China
2005,CNPC,State-owned Entity,Natural Gas,1397.7545198599998,Bcf/yr,101.88287258262686,4.633591181781338,China
